"06726: Omsetning av boligeiendommer med bygning i fritt salg, etter region og år"
"region";"1992 Omsetninger (antall)";"1992 Samlet kjøpesum (1 000 kr)";"1992 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1993 Omsetninger (antall)";"1993 Samlet kjøpesum (1 000 kr)";"1993 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1994 Omsetninger (antall)";"1994 Samlet kjøpesum (1 000 kr)";"1994 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1995 Omsetninger (antall)";"1995 Samlet kjøpesum (1 000 kr)";"1995 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1996 Omsetninger (antall)";"1996 Samlet kjøpesum (1 000 kr)";"1996 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1997 Omsetninger (antall)";"1997 Samlet kjøpesum (1 000 kr)";"1997 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1998 Omsetninger (antall)";"1998 Samlet kjøpesum (1 000 kr)";"1998 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1999 Omsetninger (antall)";"1999 Samlet kjøpesum (1 000 kr)";"1999 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2000 Omsetninger (antall)";"2000 Samlet kjøpesum (1 000 kr)";"2000 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2001 Omsetninger (antall)";"2001 Samlet kjøpesum (1 000 kr)";"2001 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2002 Omsetninger (antall)";"2002 Samlet kjøpesum (1 000 kr)";"2002 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2003 Omsetninger (antall)";"2003 Samlet kjøpesum (1 000 kr)";"2003 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2004 Omsetninger (antall)";"2004 Samlet kjøpesum (1 000 kr)";"2004 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2005 Omsetninger (antall)";"2005 Samlet kjøpesum (1 000 kr)";"2005 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2006 Omsetninger (antall)";"2006 Samlet kjøpesum (1 000 kr)";"2006 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2007 Omsetninger (antall)";"2007 Samlet kjøpesum (1 000 kr)";"2007 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2008 Omsetninger (antall)";"2008 Samlet kjøpesum (1 000 kr)";"2008 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2009 Omsetninger (antall)";"2009 Samlet kjøpesum (1 000 kr)";"2009 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2010 Omsetninger (antall)";"2010 Samlet kjøpesum (1 000 kr)";"2010 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2011 Omsetninger (antall)";"2011 Samlet kjøpesum (1 000 kr)";"2011 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2012 Omsetninger (antall)";"2012 Samlet kjøpesum (1 000 kr)";"2012 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2013 Omsetninger (antall)";"2013 Samlet kjøpesum (1 000 kr)";"2013 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2014 Omsetninger (antall)";"2014 Samlet kjøpesum (1 000 kr)";"2014 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2015 Omsetninger (antall)";"2015 Samlet kjøpesum (1 000 kr)";"2015 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2016 Omsetninger (antall)";"2016 Samlet kjøpesum (1 000 kr)";"2016 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2017 Omsetninger (antall)";"2017 Samlet kjøpesum (1 000 kr)";"2017 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2018 Omsetninger (antall)";"2018 Samlet kjøpesum (1 000 kr)";"2018 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2019 Omsetninger (antall)";"2019 Samlet kjøpesum (1 000 kr)";"2019 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2020 Omsetninger (antall)";"2020 Samlet kjøpesum (1 000 kr)";"2020 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2021 Omsetninger (antall)";"2021 Samlet kjøpesum (1 000 kr)";"2021 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2022 Omsetninger (antall)";"2022 Samlet kjøpesum (1 000 kr)";"2022 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2023 Omsetninger (antall)";"2023 Samlet kjøpesum (1 000 kr)";"2023 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2024 Omsetninger (antall)";"2024 Samlet kjøpesum (1 000 kr)";"2024 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2025 Omsetninger (antall)";"2025 Samlet kjøpesum (1 000 kr)";"2025 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)"
"5099 BERGEN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"8576";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"291";"431598";"..";"179";"285679";"..";"445";"903760";"..";"98";"459852";"..";"207";"988307";"..";"197";"507653";".."
"6017 ÅLESUND";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"18271";"..";"14";"47143";"..";"31";"65217";"..";"15";"27811";"..";"38";"89857";"..";"18";"84797";".."
"9442 RAMSUND";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"2636";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"3927";"..";"9";"13530";"..";"0";"0";"0";"0";"0";"0";"8";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52";"139349";"..";"18";"39515";".."
"5162 LAKSEVÅG";"9";"5295";"..";"24";"12548";"..";"43";"12882";"..";"32";"16032";"..";"26";"..";"..";"66";"33331";"..";"37";"28089";"..";"26";"10524";"..";"47";"17139";"..";"52";"22787";"..";"28";"23192";"..";"27";"46446";"..";"23";"16323";"..";"18";"16509";"..";"25";"31105";"..";"48";"..";"..";"72";"55172";"..";"42";"83143";"..";"102";"199872";"..";"37";"39386";"..";"133";"153489";"..";"44";"47285";"..";"66";"104077";"..";"47";"58678";"..";"38";"113787";"..";"64";"100074";"..";"68";"118990";"..";"57";"218990";"..";"38";"88858";"..";"31";"99553";"..";"39";"98820";"..";"95";"98587";"..";"58";"106399";"..";"59";"66407";".."
"1894 RAKKESTAD";"15";"5561";"..";"11";"1809";"..";"15";"4654";"..";"13";"6879";"..";"7";"7519";"..";"10";"4963";"..";"12";"18307";"..";"24";"5201";"..";"11";"..";"..";"16";"8495";"..";"15";"9929";"..";"18";"12030";"..";"15";"11145";"..";"21";"25974";"..";"22";"8479";"..";"17";"16385";"..";"17";"23442";"..";"58";"34969";"..";"18";"26064";"..";"27";"19912";"..";"27";"53071";"..";"14";"7780";"..";"19";"22583";"..";"20";"24583";"..";"21";"27112";"..";"34";"60964";"..";"19";"26845";"..";"36";"57560";"..";"12";"43922";"..";"47";"136713";"..";"21";"37922";"..";"35";"80465";"..";"39";"241402";"..";"29";"..";".."
"7605 LEVANGER";"87";"24404";"..";"76";"8905";"..";"132";"63289";"..";"99";"16990";"..";"73";"48754";"..";"115";"50492";"..";"53";"42799";"..";"53";"35206";"..";"166";"54111";"..";"56";"51427";"..";"85";"35920";"..";"90";"120099";"..";"93";"77732";"..";"169";"179632";"..";"128";"..";"..";"191";"220012";"..";"218";"342025";"..";"128";"295986";"..";"184";"438195";"..";"182";"283697";"..";"146";"175949";"..";"73";"66290";"..";"240";"200820";"..";"227";"427291";"..";"189";"245376";"..";"119";"282229";"..";"79";"133132";"..";"183";"439663";"..";"249";"449643";"..";"218";"561727";"..";"179";"416647";"..";"151";"888128";"..";"137";"..";"..";"139";"341323";".."
"7456 TRONDHEIM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"20548";"..";"13";"13934";"..";"11";"33163";"..";"25";"48872";"..";"15";"68084";"..";"6";"20964";".."
"9268 TROMSØ";"6";"1309";"..";"6";"1341";"..";"16";"8130";"..";"4";"..";"..";"14";"12988";"..";"6";"4038";"..";"20";"5541";"..";"12";"11699";"..";"7";"8326";"..";"17";"6153";"..";"13";"..";"..";"7";"9164";"..";"9";"5675";"..";"8";"..";"..";"9";"11160";"..";"10";"10320";"..";"5";"12945";"..";"10";"4718";"..";"5";"8001";"..";"13";"7015";"..";"18";"25995";"..";"7";"17769";"..";"17";"39170";"..";"15";"16941";"..";"20";"33752";"..";"17";"37977";"..";"9";"29530";"..";"36";"79246";"..";"26";"42218";"..";"42";"61730";"..";"17";"70462";"..";"16";"20315";"..";"11";"70598";"..";"24";"59005";".."
"5336 TJELDSTØ";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"6293";"..";"0";"0";"0";"0";"0";"0";"8";"14506";"..";"0";"0";"0";"419";"1228110";"..";"511";"2067847";"..";"382";"817538";"..";"315";"935649";"..";"671";"1071997";"..";"420";"507567";".."
"2680 VÅGÅ";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"..";"..";"5";"8614";"..";"1";"1421";"..";"14";"57874";"..";"3";"5020";"..";"9";"14978";"..";"6";"19277";"..";"4";"..";".."
"9436 KONGSVIK";"61";"26440";"..";"107";"47044";"..";"93";"31213";"..";"141";"128805";"..";"123";"46928";"..";"171";"115489";"..";"138";"99727";"..";"115";"56402";"..";"164";"221880";"..";"297";"236570";"..";"298";"95542";"..";"199";"120294";"..";"169";"149068";"..";"272";"135317";"..";"233";"290900";"..";"425";"290422";"..";"170";"283145";"..";"467";"374137";"..";"655";"960298";"..";"677";"1965769";"..";"333";"383971";"..";"440";"472797";"..";"502";"1187232";"..";"1094";"4884855";"..";"509";"929078";"..";"440";"515612";"..";"142";"249674";"..";"277";"487205";"..";"353";"546486";"..";"283";"570598";"..";"427";"517984";"..";"360";"671844";"..";"410";"..";"..";"495";"778781";".."
"8281 LEINESFJORD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49";"136378";"..";"64";"304780";".."
"4347 LYE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"5479";"..";"14";"6364";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"71892";"..";"50";"79895";"..";"75";"138444";"..";"25";"51664";"..";"42";"159619";"..";"40";"110284";".."
"4747 VALLE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"41431";"..";"519";"2431174";"..";"530";"1044091";".."
"8305 SVOLVÆR";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"4979";"..";"0";"0";"0";"2";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67";"..";"..";"164";"446363";"..";"80";"212491";"..";"118";"249357";"..";"93";"390080";"..";"161";"656192";".."
"0857 OSLO";"14";"5980";"..";"13";"2167";"..";"23";"18319";"..";"28";"8139";"..";"42";"20423";"..";"36";"13631";"..";"30";"23627";"..";"32";"18850";"..";"40";"20476";"..";"56";"..";"..";"16";"13253";"..";"63";"44373";"..";"25";"18865";"..";"33";"36827";"..";"34";"49251";"..";"43";"145919";"..";"55";"55093";"..";"51";"83100";"..";"32";"51690";"..";"48";"55779";"..";"61";"231180";"..";"63";"105999";"..";"46";"136521";"..";"88";"215516";"..";"51";"74032";"..";"34";"34051";"..";"31";"88815";"..";"56";"..";"..";"30";"35199";"..";"35";"62498";"..";"29";"26718";"..";"54";"245783";"..";"43";"63099";"..";"86";"299477";".."
"4894 GRIMSTAD";"27";"8907";"..";"34";"6258";"..";"46";"16904";"..";"66";"24029";"..";"105";"..";"..";"117";"33416";"..";"83";"81547";"..";"122";"53819";"..";"107";"183086";"..";"98";"63206";"..";"89";"76557";"..";"60";"13320";"..";"103";"75966";"..";"85";"82104";"..";"73";"96791";"..";"95";"182234";"..";"89";"290426";"..";"63";"33519";"..";"74";"20579";"..";"77";"89545";"..";"139";"326536";"..";"86";"98688";"..";"106";"363016";"..";"107";"213432";"..";"96";"157300";"..";"143";"196598";"..";"126";"173094";"..";"145";"358083";"..";"231";"545864";"..";"83";"296810";"..";"71";"246515";"..";"115";"..";"..";"101";"339226";"..";"140";"309560";".."
"1383 ASKER";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"55098";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"91";"187870";"..";"69";"253014";"..";"80";"232466";"..";"73";"125095";"..";"61";"200169";"..";"87";"450648";"..";"111";"278370";"..";"62";"..";".."
"2627 FÅBERG";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"314";"479678";"..";"462";"750077";"..";"330";"474825";"..";"378";"381308";"..";"642";"442263";"..";"918";"2363153";"..";"361";"882728";"..";"255";"381122";"..";"248";"655704";"..";"340";"596867";"..";"638";"798018";"..";"398";"691101";"..";"278";"640189";"..";"755";"1617059";"..";"302";"789143";"..";"420";"1274722";"..";"415";"1257487";"..";"490";"1094975";".."
"9496 HARSTAD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"66";"154255";"..";"50";"133762";".."
"7343 VOGNILL";"49";"23199";"..";"74";"13733";"..";"71";"26174";"..";"59";"19170";"..";"83";"53480";"..";"70";"11858";"..";"102";"80607";"..";"118";"47548";"..";"78";"48856";"..";"136";"92528";"..";"195";"128729";"..";"131";"140218";"..";"107";"92801";"..";"96";"78897";"..";"121";"131089";"..";"187";"282941";"..";"140";"..";"..";"62";"54587";"..";"102";"..";"..";"245";"258199";"..";"186";"280253";"..";"104";"242419";"..";"137";"244530";"..";"166";"257445";"..";"186";"513819";"..";"203";"..";"..";"88";"275800";"..";"176";"775200";"..";"232";"508162";"..";"312";"493085";"..";"134";"176799";"..";"106";"271297";"..";"202";"174028";"..";"89";"297761";".."
"5751 ODDA";"7";"3681";"..";"12";"5644";"..";"19";"4016";"..";"26";"14752";"..";"6";"1269";"..";"12";"5475";"..";"9";"..";"..";"20";"10036";"..";"11";"7111";"..";"13";"11963";"..";"34";"22354";"..";"23";"8366";"..";"26";"28207";"..";"12";"4987";"..";"20";"48376";"..";"21";"9909";"..";"24";"18635";"..";"9";"..";"..";"24";"26142";"..";"53";"67232";"..";"33";"18859";"..";"33";"39843";"..";"16";"12412";"..";"16";"32364";"..";"19";"39978";"..";"16";"..";"..";"24";"37851";"..";"30";"40243";"..";"24";"57957";"..";"9";"39828";"..";"21";"56542";"..";"15";"39529";"..";"20";"51686";"..";"28";"82643";".."
"9911 JARFJORD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"4962";"..";"68";"199986";"..";"8";"..";"..";"14";"24250";"..";"8";"17110";"..";"13";"24485";"..";"21";"68381";"..";"34";"100567";"..";"16";"88993";".."
"9298 TROMSØ";"12";"5398";"..";"22";"9100";"..";"58";"..";"..";"21";"8203";"..";"32";"25136";"..";"84";"46363";"..";"44";"13430";"..";"36";"21914";"..";"36";"13796";"..";"70";"47529";"..";"96";"23374";"..";"56";"28582";"..";"38";"11815";"..";"70";"32286";"..";"53";"58886";"..";"118";"369083";"..";"41";"46788";"..";"90";"157962";"..";"96";"132563";"..";"57";"80508";"..";"83";"171736";"..";"112";"224714";"..";"95";"151098";"..";"51";"120928";"..";"98";"231508";"..";"66";"281080";"..";"101";"168315";"..";"72";"194848";"..";"56";"105266";"..";"54";"129583";"..";"67";"209926";"..";"62";"215786";"..";"148";"475161";"..";"92";"455039";".."
"2326 HAMAR";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"4997";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"18351";"..";"16";"30004";"..";"37";"157220";"..";"21";"19938";"..";"28";"62134";"..";"85";"185680";"..";"48";"239711";"..";"38";"111378";".."
"2582 GRIMSBU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52";"160222";"..";"26";"61288";".."
"4396 SANDNES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"6328";"..";"0";"0";"0";"0";"0";"0";"34";"80991";"..";"37";"66372";"..";"48";"93637";"..";"16";"22575";"..";"28";"88746";"..";"30";"33541";".."
"2943 ROGNE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"87201";"..";"96";"278698";"..";"45";"80168";"..";"58";"189395";"..";"41";"..";"..";"19";"51057";".."
"6601 SUNNDALSØRA";"38";"25561";"..";"144";"75012";"..";"160";"39959";"..";"43";"22288";"..";"131";"87071";"..";"83";"40777";"..";"24";"13742";"..";"64";"34635";"..";"65";"32340";"..";"50";"34780";"..";"46";"39152";"..";"29";"26256";"..";"126";"97142";"..";"119";"147377";"..";"152";"153671";"..";"114";"149017";"..";"81";"89228";"..";"145";"190156";"..";"197";"200360";"..";"198";"241809";"..";"219";"411550";"..";"267";"454387";"..";"136";"216900";"..";"266";"..";"..";"118";"155525";"..";"369";"613582";"..";"131";"94120";"..";"93";"216491";"..";"107";"143535";"..";"135";"551212";"..";"117";"269308";"..";"163";"612193";"..";"165";"547967";"..";"222";"417001";".."
"2339 TANGEN";"47";"8517";"..";"33";"11756";"..";"61";"13450";"..";"68";"20841";"..";"75";"42572";"..";"58";"30486";"..";"34";"6354";"..";"85";"55854";"..";"69";"38045";"..";"105";"44837";"..";"103";"35135";"..";"163";"295125";"..";"112";"97509";"..";"91";"90211";"..";"128";"71297";"..";"110";"119680";"..";"129";"184296";"..";"95";"79056";"..";"79";"78767";"..";"205";"466761";"..";"125";"198544";"..";"118";"274779";"..";"182";"434902";"..";"80";"94527";"..";"141";"378344";"..";"76";"262030";"..";"99";"102888";"..";"99";"336337";"..";"120";"428734";"..";"112";"252377";"..";"87";"250002";"..";"137";"153889";"..";"129";"338326";"..";"174";"310762";".."
"6751 STADLANDET";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"3827";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"76858";"..";"13";"16803";"..";"9";"19467";"..";"24";"46477";"..";"30";"69667";"..";"48";"109315";"..";"40";"111379";"..";"9";"18789";".."
"3601 KONGSBERG";"8";"3611";"..";"6";"3014";"..";"12";"3770";"..";"14";"14854";"..";"7";"4997";"..";"16";"..";"..";"18";"..";"..";"18";"15584";"..";"11";"12181";"..";"17";"13386";"..";"34";"24616";"..";"12";"9420";"..";"23";"24133";"..";"12";"8987";"..";"30";"38210";"..";"26";"34957";"..";"24";"42270";"..";"37";"37198";"..";"58";"..";"..";"44";"31164";"..";"34";"16765";"..";"32";"61877";"..";"46";"44587";"..";"23";"43398";"..";"69";"115049";"..";"33";"70390";"..";"37";"153436";"..";"20";"47014";"..";"87";"157499";"..";"47";"128547";"..";"29";"81321";"..";"43";"89475";"..";"46";"100264";"..";"42";"93338";".."
"1892 DEGERNES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"95649";"..";"11";"29939";".."
"9690 HAVØYSUND";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"31315";"..";"19";"36218";"..";"5";"12432";"..";"22";"75936";"..";"12";"48647";"..";"16";"..";".."
